"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 23 20:42:52 GMT 2022","Wed Nov 23 20:42:55 GMT 2022","2711","firefox","demo-todo-app.spec.ts","Clear completed button","","","should display the correct text",""
"broken","Wed Nov 23 20:37:05 GMT 2022","Wed Nov 23 20:37:37 GMT 2022","31560","firefox","demo-todo-app.spec.ts","Editing","","","should save edits on blur",""
"failed","Wed Nov 23 20:01:22 GMT 2022","Wed Nov 23 20:01:28 GMT 2022","5864","chromium","demo-todo-app.spec.ts","New Todo","","","should allow me to add todo items",""
"broken","Wed Nov 23 20:50:27 GMT 2022","Wed Nov 23 20:50:58 GMT 2022","31577","firefox","demo-todo-app.spec.ts","Routing","","","should allow me to display completed items",""
"broken","Wed Nov 23 21:00:07 GMT 2022","Wed Nov 23 21:00:39 GMT 2022","31246","webkit","demo-todo-app.spec.ts","Item","","","should allow me to edit an item",""
"broken","Wed Nov 23 20:35:29 GMT 2022","Wed Nov 23 20:36:00 GMT 2022","31530","firefox","demo-todo-app.spec.ts","Editing","","","should hide other controls when editing",""
"failed","Wed Nov 23 20:26:29 GMT 2022","Wed Nov 23 20:26:37 GMT 2022","8004","firefox","demo-todo-app.spec.ts","New Todo","","","should allow me to add todo items",""
"broken","Wed Nov 23 20:19:25 GMT 2022","Wed Nov 23 20:19:55 GMT 2022","30524","chromium","demo-todo-app.spec.ts","Persistence","","","should persist its data",""
"failed","Wed Nov 23 20:27:50 GMT 2022","Wed Nov 23 20:27:58 GMT 2022","8519","firefox","demo-todo-app.spec.ts","Mark all as completed","","","should allow me to clear the complete state of all items",""
"broken","Wed Nov 23 20:25:38 GMT 2022","Wed Nov 23 20:26:08 GMT 2022","30490","chromium","demo-todo-app.spec.ts","Routing","","","should allow me to display all items",""
"broken","Wed Nov 23 20:17:51 GMT 2022","Wed Nov 23 20:18:21 GMT 2022","30494","chromium","demo-todo-app.spec.ts","Clear completed button","","","should remove completed items when clicked",""
"broken","Wed Nov 23 20:09:44 GMT 2022","Wed Nov 23 20:10:14 GMT 2022","30521","chromium","demo-todo-app.spec.ts","Editing","","","should hide other controls when editing",""
"failed","Wed Nov 23 20:54:11 GMT 2022","Wed Nov 23 20:54:19 GMT 2022","8411","webkit","demo-todo-app.spec.ts","Mark all as completed","","","should allow me to clear the complete state of all items",""
"broken","Wed Nov 23 20:29:03 GMT 2022","Wed Nov 23 20:29:35 GMT 2022","31585","firefox","demo-todo-app.spec.ts","Mark all as completed","","","complete all checkbox should update state when items are completed / cleared",""
"broken","Wed Nov 23 20:06:37 GMT 2022","Wed Nov 23 20:07:08 GMT 2022","30504","chromium","demo-todo-app.spec.ts","Item","","","should allow me to un-mark items as complete",""
"broken","Wed Nov 23 20:45:37 GMT 2022","Wed Nov 23 20:46:09 GMT 2022","31585","firefox","demo-todo-app.spec.ts","Persistence","","","should persist its data",""
"failed","Wed Nov 23 20:26:56 GMT 2022","Wed Nov 23 20:27:05 GMT 2022","8193","firefox","demo-todo-app.spec.ts","New Todo","","","should append new items to the bottom of the list",""
"broken","Wed Nov 23 20:05:04 GMT 2022","Wed Nov 23 20:05:34 GMT 2022","30464","chromium","demo-todo-app.spec.ts","Item","","","should allow me to mark items as complete",""
"broken","Wed Nov 23 20:52:03 GMT 2022","Wed Nov 23 20:52:35 GMT 2022","31546","firefox","demo-todo-app.spec.ts","Routing","","","should allow me to display all items",""
"broken","Wed Nov 23 20:12:50 GMT 2022","Wed Nov 23 20:13:21 GMT 2022","30497","chromium","demo-todo-app.spec.ts","Editing","","","should trim entered text",""
"broken","Wed Nov 23 20:56:58 GMT 2022","Wed Nov 23 20:57:29 GMT 2022","31004","webkit","demo-todo-app.spec.ts","Item","","","should allow me to mark items as complete",""
"passed","Wed Nov 23 20:18:22 GMT 2022","Wed Nov 23 20:18:23 GMT 2022","1150","chromium","demo-todo-app.spec.ts","Clear completed button","","","should be hidden when there are no items that are completed",""
"broken","Wed Nov 23 20:30:39 GMT 2022","Wed Nov 23 20:31:11 GMT 2022","31551","firefox","demo-todo-app.spec.ts","Item","","","should allow me to mark items as complete",""
"failed","Wed Nov 23 20:16:41 GMT 2022","Wed Nov 23 20:16:47 GMT 2022","5872","chromium","demo-todo-app.spec.ts","Counter","","","should display the current number of todo items",""
